"","directors","score_coef"
"1403","Walt Becker",-0.0746550975545189
"1404","Gary Winick",-0.0746553357630341
"1405","John Singleton",-0.0746554595753101
"1406","Andy Tennant",-0.0746556371458775
"1407","Seth MacFarlane",-0.0746558286998633
"1408","Tim Hill",-0.0746560194154578
"1409","Chuck Russell",-0.0746560626500768
"1410","Jay Russell",-0.0746560743505001
"1411","Brian Levant",-0.0746562380710299
"1412","Sean Anders",-0.0746562529406172
"1413","Rawson Marshall Thurber",-0.0746564729130781
"1414","Jaume Collet-Serra",-0.0746566173769673
"1415","David Zucker",-0.0746566940588128
"1416","Burr Steers",-0.0746567911084929
"1417","Ken Kwapis",-0.0746568669234368
"1418","Jake Kasdan",-0.0746569712359346
"1419","Chris Rock",-0.0746571151078864
"1420","David Wain",-0.0746572327797244
"1421","Ivan Reitman",-0.0746573590678629
"1422","Jeff Wadlow",-0.0746574592458905
"1423","Bille Woodruff",-0.0746575527689973
"1424","Rob Zombie",-0.0746578970475749
"1425","Michael Tiddes",-0.0746583431846282
"1426","Eric Darnell",-0.074679321152804
"1427","Jonathan Liebesman",-0.0746794754059281
"1428","Joe Johnston",-0.0746794980482131
"1429","Paul Feig",-0.0746796048913723
"1430","Jon M. Chu",-0.0746796717747569
"1431","Tarsem Singh",-0.0746806180355098
"1432","Adam Shankman",-0.0746807162853515
"1433","Scott Derrickson",-0.0746807485806295
"1434","Steven Brill",-0.0746807806550138
"1435","Barry Levinson",-0.0746809598483034
"1436","Oliver Stone",-0.0746811109939196
"1437","Bobby Farrelly",-0.0746811574035523
"1438","Donald Petrie",-0.0746818247372192
"1439","David Gordon Green",-0.074682006665268
"1440","David R. Ellis",-0.0746820860243839
"1441","Malcolm D. Lee",-0.0746823726799664
"1442","Luke Greenfield",-0.07468250330279
"1443","Jason Friedberg",-0.0746826873537026
"1444","Miguel Arteta",-0.0746828042846062
"1445","Michael Polish",-0.0746833763658892
"1446","John Erick Dowdle",-0.0746833946245651
"1447","Jay Duplass",-0.074683512971003
"1448","Tim Story",-0.0747052718415931
"1449","Raja Gosnell",-0.0747054688065321
"1450","Jay Roach",-0.0747057349101283
"1451","Dennis Dugan",-0.0747058629237863
"1452","Peter Segal",-0.0747060302054232
"1453","Robert Luketic",-0.074706312701441
"1454","Mark Neveldine",-0.0747070132547319
"1455","Garry Marshall",-0.0747071476480118
"1456","John Whitesell",-0.0747071867051055
"1457","Wes Craven",-0.0747076247132371
"1458","Kevin Smith",-0.0747078287304377
"1459","Brett Ratner",-0.0747295418634964
"1460","Simon West",-0.0747310406176592
"1461","Mark Waters",-0.0747311759533748
"1462","Renny Harlin",-0.0747316379456805
"1463","Rob Cohen",-0.0747551518555518
"1464","Tyler Perry",-0.0747845170762598
"1465","Paul McGuigan",-0.0880878134039172
